crime_place,crime_cnt
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,0
용인,0
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,6
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,0
정읍,0
제주,0
제천,0
진주,0
창원,0
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,0
포항,0
강릉,0
거제,0
경산,3
경주,1
고양,8
광명,0
광주_광산,2
광주_남구,1
광주_동구,0
광주_북구,1
광주_서구,1
구리,1
구미,2
군산,1
군포,2
기타 도시,44
김천,2
김해,2
남양주,4
논산,0
대구_남구,1
대구_달서,1
대구_달성군,0
대구_동구,4
대구_북구,0
대구_서구,1
대구_수성,8
대구_중구,1
대전_대덕,1
대전_동구,0
대전_서구,8
대전_유성,3
대전_중구,4
도시이외,10
목포,3
범죄분류,학원의설립운영및과외교습에관한법률
부산_강서,0
부산_금정,1
부산_기장군,1
부산_남구,2
부산_동구,2
부산_동래,1
부산_부산진,3
부산_북구,2
부산_사상,0
부산_사하,1
부산_서구,0
부산_수영,3
부산_연제,1
부산_영도,0
부산_중구,0
부산_해운대,2
부천,10
서산,0
서울_강남,18
서울_강동,5
서울_강북,0
서울_강서,2
서울_관악,2
서울_광진,7
서울_구로,2
서울_금천,3
서울_노원,11
서울_도봉,1
서울_동대문,5
서울_동작,5
서울_마포,10
서울_서대문,1
서울_서초,11
서울_성동,1
서울_성북,4
서울_송파,13
서울_양천,6
서울_영등포,5
서울_용산,1
서울_은평,1
서울_종로,4
서울_중구,1
서울_중랑,1
성남,8
수원,16
순천,3
시흥,3
아산,0
안동,1
안산,4
안양,2
양산,2
여수,0
용인,22
울산_남구,2
울산_동구,2
울산_북구,2
울산_울주군,0
울산_중구,5
원주,5
의정부,0
이천,1
익산,0
인천_강화군,1
인천_계양,1
인천_남동,4
인천_동구,0
인천_미추홀,1
인천_부평,2
인천_서구,3
인천_연수,9
인천_옹진군,0
인천_중구,1
전주,6
정읍,0
제주,11
제천,0
진주,2
창원,2
천안,3
청주,3
춘천,1
충주,4
파주,2
평택,2
포항,4
강릉,14
거제,5
경산,10
경주,7
고양,54
광명,12
광주_광산,32
광주_남구,3
광주_동구,2
광주_북구,12
광주_서구,4
구리,27
구미,3
군산,12
군포,45
기타 도시,227
김천,1
김해,10
남양주,94
논산,6
대구_남구,5
대구_달서,22
대구_달성군,18
대구_동구,12
대구_북구,15
대구_서구,10
대구_수성,10
대구_중구,11
대전_대덕,4
대전_동구,4
대전_서구,10
대전_유성,2
대전_중구,2
도시이외,100
목포,7
범죄분류,화물자동차운수사업법
부산_강서,2
부산_금정,8
부산_기장군,2
부산_남구,5
부산_동구,4
부산_동래,5
부산_부산진,12
부산_북구,3
부산_사상,6
부산_사하,5
부산_서구,2
부산_수영,7
부산_연제,7
부산_영도,4
부산_중구,1
부산_해운대,5
부천,102
서산,8
서울_강남,18
서울_강동,16
서울_강북,11
서울_강서,22
서울_관악,15
서울_광진,64
서울_구로,13
서울_금천,23
서울_노원,34
서울_도봉,14
서울_동대문,34
서울_동작,10
서울_마포,6
서울_서대문,7
서울_서초,16
서울_성동,29
서울_성북,32
서울_송파,66
서울_양천,16
서울_영등포,22
서울_용산,12
서울_은평,11
서울_종로,16
서울_중구,77
서울_중랑,7
성남,61
수원,54
순천,12
시흥,20
아산,14
안동,1
안산,16
안양,43
양산,8
여수,29
용인,36
울산_남구,10
울산_동구,2
울산_북구,32
울산_울주군,5
울산_중구,3
원주,5
의정부,23
이천,8
익산,4
인천_강화군,0
인천_계양,15
인천_남동,41
인천_동구,1
인천_미추홀,18
인천_부평,22
인천_서구,29
인천_연수,7
인천_옹진군,0
인천_중구,25
전주,9
정읍,2
제주,2
제천,3
진주,2
창원,16
천안,20
청주,13
춘천,11
충주,28
파주,14
평택,36
포항,14
강릉,0
거제,0
경산,0
경주,0
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,0
군포,1
기타 도시,1
김천,0
김해,0
남양주,0
논산,9
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,1
목포,0
범죄분류,화재로 인한 재해보상과 보험가입에 관한법률
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,0
용인,0
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,0
이천,1
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,0
정읍,0
제주,0
제천,0
진주,0
창원,0
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,0
포항,0
강릉,3
거제,0
경산,3
경주,2
고양,10
광명,1
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,2
광주_서구,0
구리,5
구미,1
군산,0
군포,6
기타 도시,130
김천,1
김해,14
남양주,10
논산,2
대구_남구,0
대구_달서,2
대구_달성군,0
대구_동구,1
대구_북구,1
대구_서구,0
대구_수성,3
대구_중구,6
대전_대덕,2
대전_동구,7
대전_서구,0
대전_유성,0
대전_중구,2
도시이외,24
목포,2
범죄분류,화재예방·소방시설설치유지 및 안전관리에 관한법률
부산_강서,0
부산_금정,1
부산_기장군,3
부산_남구,1
부산_동구,1
부산_동래,2
부산_부산진,5
부산_북구,1
부산_사상,3
부산_사하,1
부산_서구,0
부산_수영,1
부산_연제,0
부산_영도,0
부산_중구,1
부산_해운대,1
부천,23
서산,4
서울_강남,5
서울_강동,1
서울_강북,0
서울_강서,1
서울_관악,0
서울_광진,5
서울_구로,1
서울_금천,0
서울_노원,0
서울_도봉,1
서울_동대문,3
서울_동작,1
서울_마포,0
서울_서대문,1
서울_서초,1
서울_성동,4
서울_성북,0
서울_송파,2
서울_양천,1
서울_영등포,8
서울_용산,2
서울_은평,1
서울_종로,0
서울_중구,0
서울_중랑,1
성남,11
수원,5
순천,7
시흥,6
아산,1
안동,1
안산,4
안양,2
양산,4
여수,2
용인,6
울산_남구,1
울산_동구,4
울산_북구,0
울산_울주군,1
울산_중구,0
원주,4
의정부,15
이천,6
익산,2
인천_강화군,0
인천_계양,4
인천_남동,4
인천_동구,1
인천_미추홀,3
인천_부평,2
인천_서구,8
인천_연수,2
인천_옹진군,0
인천_중구,1
전주,4
정읍,2
제주,6
제천,2
진주,0
창원,11
천안,13
청주,8
춘천,6
충주,5
파주,14
평택,4
포항,4
강릉,4
거제,1
경산,1
경주,0
고양,6
광명,2
광주_광산,5
광주_남구,2
광주_동구,1
광주_북구,2
광주_서구,0
구리,1
구미,2
군산,7
군포,1
기타 도시,91
김천,1
김해,7
남양주,4
논산,3
대구_남구,0
대구_달서,2
대구_달성군,2
대구_동구,5
대구_북구,12
대구_서구,2
대구_수성,0
대구_중구,0
대전_대덕,2
대전_동구,3
대전_서구,1
대전_유성,1
대전_중구,0
도시이외,32
목포,2
범죄분류,화학물질관리법
부산_강서,16
부산_금정,0
부산_기장군,0
부산_남구,1
부산_동구,1
부산_동래,3
부산_부산진,3
부산_북구,0
부산_사상,5
부산_사하,2
부산_서구,0
부산_수영,1
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,3
부천,7
서산,4
서울_강남,59
서울_강동,5
서울_강북,4
서울_강서,5
서울_관악,6
서울_광진,4
서울_구로,6
서울_금천,3
서울_노원,1
서울_도봉,1
서울_동대문,1
서울_동작,1
서울_마포,0
서울_서대문,1
서울_서초,10
서울_성동,5
서울_성북,1
서울_송파,1
서울_양천,2
서울_영등포,8
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,5
서울_중랑,1
성남,16
수원,7
순천,2
시흥,11
아산,7
안동,0
안산,62
안양,10
양산,9
여수,2
용인,1
울산_남구,5
울산_동구,3
울산_북구,0
울산_울주군,3
울산_중구,1
원주,4
의정부,3
이천,3
익산,3
인천_강화군,0
인천_계양,2
인천_남동,12
인천_동구,0
인천_미추홀,7
인천_부평,0
인천_서구,15
인천_연수,1
인천_옹진군,0
인천_중구,0
전주,2
정읍,2
제주,2
제천,3
진주,2
창원,9
천안,14
청주,4
춘천,1
충주,7
파주,10
평택,11
포항,1
강릉,182
거제,253
경산,143
경주,224
고양,1045
광명,172
광주_광산,207
광주_남구,99
광주_동구,90
광주_북구,408
광주_서구,243
구리,160
구미,350
군산,2418
군포,160
기타 도시,6714
김천,123
김해,326
남양주,434
논산,145
대구_남구,131
대구_달서,586
대구_달성군,167
대구_동구,223
대구_북구,254
대구_서구,174
대구_수성,220
대구_중구,158
대전_대덕,146
대전_동구,132
대전_서구,372
대전_유성,217
대전_중구,254
도시이외,6212
목포,255
범죄분류,기타 특별법
부산_강서,1605
부산_금정,218
부산_기장군,625
부산_남구,239
부산_동구,370
부산_동래,161
부산_부산진,409
부산_북구,153
부산_사상,215
부산_사하,254
부산_서구,83
부산_수영,152
부산_연제,185
부산_영도,431
부산_중구,516
부산_해운대,589
부천,878
서산,182
서울_강남,789
서울_강동,264
서울_강북,239
서울_강서,463
서울_관악,365
서울_광진,303
서울_구로,381
서울_금천,268
서울_노원,323
서울_도봉,205
서울_동대문,282
서울_동작,209
서울_마포,291
서울_서대문,152
서울_서초,637
서울_성동,167
서울_성북,238
서울_송파,490
서울_양천,207
서울_영등포,393
서울_용산,281
서울_은평,247
서울_종로,260
서울_중구,253
서울_중랑,273
성남,662
수원,970
순천,184
시흥,706
아산,215
안동,132
안산,867
안양,432
양산,224
여수,4316
용인,571
울산_남구,1311
울산_동구,91
울산_북구,127
울산_울주군,166
울산_중구,149
원주,367
의정부,354
이천,190
익산,234
인천_강화군,187
인천_계양,275
인천_남동,721
인천_동구,53
인천_미추홀,535
인천_부평,507
인천_서구,606
인천_연수,265
인천_옹진군,95
인천_중구,1009
전주,600
정읍,90
제주,573
제천,122
진주,163
창원,1195
천안,815
청주,759
춘천,235
충주,149
파주,356
평택,941
포항,434
강릉,661
거제,797
경산,983
경주,838
고양,2269
광명,1028
광주_광산,1060
광주_남구,608
광주_동구,602
광주_북구,1429
광주_서구,1161
구리,833
구미,1368
군산,1027
군포,661
기타 도시,14421
김천,366
김해,2409
남양주,1282
논산,464
대구_남구,540
대구_달서,1720
대구_달성군,685
대구_동구,1311
대구_북구,1161
대구_서구,669
대구_수성,977
대구_중구,1140
대전_대덕,651
대전_동구,1010
대전_서구,1755
대전_유성,1111
대전_중구,1030
도시이외,8523
목포,996
범죄분류,절도
부산_강서,484
부산_금정,943
부산_기장군,408
부산_남구,824
부산_동구,592
부산_동래,1050
부산_부산진,2357
부산_북구,792
부산_사상,998
부산_사하,1042
부산_서구,720
부산_수영,791
부산_연제,799
부산_영도,327
부산_중구,939
부산_해운대,1347
부천,3721
서산,599
서울_강남,3022
서울_강동,1516
서울_강북,1116
서울_강서,1729
서울_관악,2171
서울_광진,1767
서울_구로,1724
서울_금천,1020
서울_노원,1414
서울_도봉,785
서울_동대문,1453
서울_동작,1153
서울_마포,2023
서울_서대문,1061
서울_서초,1866
서울_성동,998
서울_성북,1162
서울_송파,2356
서울_양천,1384
서울_영등포,2287
서울_용산,1133
서울_은평,1275
서울_종로,1488
서울_중구,1858
서울_중랑,1527
성남,3130
수원,5398
순천,745
시흥,1714
아산,1166
안동,409
안산,3029
안양,1669
양산,985
여수,810
용인,2204
울산_남구,1036
울산_동구,549
울산_북구,449
울산_울주군,569
울산_중구,746
원주,1068
의정부,1725
이천,782
익산,982
인천_강화군,133
인천_계양,755
인천_남동,1638
인천_동구,138
인천_미추홀,1527
인천_부평,2421
인천_서구,1376
인천_연수,841
인천_옹진군,29
인천_중구,626
전주,2227
정읍,314
제주,2133
제천,314
진주,1726
창원,3386
천안,3267
청주,3340
춘천,881
충주,771
파주,1115
평택,2064
포항,1704
강릉,1
거제,1
경산,1
경주,1
고양,9
광명,3
광주_광산,4
광주_남구,3
광주_동구,5
광주_북구,9
광주_서구,6
구리,0
구미,1
군산,1
군포,4
기타 도시,45
김천,2
김해,9
남양주,1
논산,0
대구_남구,2
대구_달서,11
대구_달성군,3
대구_동구,6
대구_북구,6
대구_서구,9
대구_수성,1
대구_중구,6
대전_대덕,0
대전_동구,8
대전_서구,12
대전_유성,5
대전_중구,2
도시이외,12
목포,3
범죄분류,장물
부산_강서,9
부산_금정,10
부산_기장군,4
부산_남구,18
부산_동구,19
부산_동래,14
부산_부산진,47
부산_북구,28
부산_사상,28
부산_사하,26
부산_서구,2
부산_수영,14
부산_연제,11
부산_영도,5
부산_중구,36
부산_해운대,22
부천,19
서산,2
서울_강남,16
서울_강동,4
서울_강북,3
서울_강서,3
서울_관악,10
서울_광진,10
서울_구로,7
서울_금천,10
서울_노원,7
서울_도봉,17
서울_동대문,5
서울_동작,5
서울_마포,16
서울_서대문,5
서울_서초,6
서울_성동,2
서울_성북,5
서울_송파,7
서울_양천,4
서울_영등포,7
서울_용산,8
서울_은평,5
서울_종로,12
서울_중구,11
서울_중랑,7
성남,19
수원,26
순천,0
시흥,7
아산,0
안동,0
안산,14
안양,9
양산,2
여수,3
용인,4
울산_남구,7
울산_동구,1
울산_북구,3
울산_울주군,0
울산_중구,2
원주,3
의정부,7
이천,4
익산,4
인천_강화군,0
인천_계양,4
인천_남동,7
인천_동구,0
인천_미추홀,9
인천_부평,7
인천_서구,13
인천_연수,2
인천_옹진군,0
인천_중구,23
전주,5
정읍,2
제주,3
제천,0
진주,22
창원,10
천안,9
청주,8
춘천,1
충주,2
파주,7
평택,11
포항,7
강릉,924
거제,1340
경산,877
경주,1994
고양,4877
광명,1327
광주_광산,1970
광주_남구,753
광주_동구,802
광주_북구,1935
광주_서구,2189
구리,907
구미,2845
군산,2181
군포,1049
기타 도시,29401
김천,581
김해,3238
남양주,2090
논산,770
대구_남구,947
대구_달서,2687
대구_달성군,680
대구_동구,1639
대구_북구,1818
대구_서구,1060
대구_수성,2195
대구_중구,1265
대전_대덕,977
대전_동구,1401
대전_서구,2706
대전_유성,1438
대전_중구,1564
도시이외,14254
목포,1780
범죄분류,사기
부산_강서,903
부산_금정,1633
부산_기장군,741
부산_남구,2051
부산_동구,1338
부산_동래,1288
부산_부산진,2731
부산_북구,1575
부산_사상,1729
부산_사하,1641
부산_서구,586
부산_수영,828
부산_연제,1619
부산_영도,586
부산_중구,1385
부산_해운대,2366
부천,5726
서산,880
서울_강남,8317
서울_강동,1726
서울_강북,1591
서울_강서,2494
서울_관악,2536
서울_광진,1703
서울_구로,2141
서울_금천,1417
서울_노원,1888
서울_도봉,1149
서울_동대문,1665
서울_동작,1488
서울_마포,2111
서울_서대문,1548
서울_서초,4882
서울_성동,1493
서울_성북,1380
서울_송파,2919
서울_양천,1435
서울_영등포,3334
서울_용산,1535
서울_은평,1669
서울_종로,1761
서울_중구,2206
서울_중랑,1497
성남,4222
수원,6929
순천,1883
시흥,2614
아산,1484
안동,829
안산,3970
안양,2663
양산,1862
여수,1218
용인,3278
울산_남구,2307
울산_동구,858
울산_북구,700
울산_울주군,1156
울산_중구,1255
원주,1870
의정부,2309
이천,977
익산,1515
인천_강화군,228
인천_계양,1547
인천_남동,3146
인천_동구,261
인천_미추홀,2373
인천_부평,2464
인천_서구,2618
인천_연수,1434
인천_옹진군,84
인천_중구,1260
전주,3219
정읍,486
제주,3378
제천,680
진주,1746
창원,5736
천안,4149
청주,4579
춘천,1231
충주,963
파주,2312
평택,3822
포항,2999
강릉,137
거제,305
경산,173
경주,231
고양,1495
광명,370
광주_광산,406
광주_남구,135
광주_동구,290
광주_북구,386
광주_서구,313
구리,243
구미,268
군산,208
군포,250
기타 도시,4678
김천,71
김해,484
남양주,552
논산,95
대구_남구,196
대구_달서,476
대구_달성군,106
대구_동구,418
대구_북구,337
대구_서구,150
대구_수성,311
대구_중구,288
대전_대덕,117
대전_동구,241
대전_서구,446
대전_유성,270
대전_중구,314
도시이외,2055
목포,253
범죄분류,횡령
부산_강서,171
부산_금정,221
부산_기장군,194
부산_남구,182
부산_동구,147
부산_동래,209
부산_부산진,773
부산_북구,167
부산_사상,216
부산_사하,233
부산_서구,56
부산_수영,143
부산_연제,241
부산_영도,83
부산_중구,188
부산_해운대,470
부천,1298
서산,133
서울_강남,1681
서울_강동,454
서울_강북,401
서울_강서,642
서울_관악,685
서울_광진,549
서울_구로,613
서울_금천,386
서울_노원,499
서울_도봉,314
서울_동대문,482
서울_동작,526
서울_마포,918
서울_서대문,494
서울_서초,1051
서울_성동,441
서울_성북,443
서울_송파,1539
서울_양천,459
서울_영등포,895
서울_용산,693
서울_은평,401
서울_종로,664
서울_중구,709
서울_중랑,530
성남,1092
수원,1599
순천,952
시흥,514
아산,277
안동,102
안산,980
안양,851
양산,220
여수,245
용인,882
울산_남구,335
울산_동구,116
울산_북구,86
울산_울주군,158
울산_중구,123
원주,267
의정부,680
이천,218
익산,159
인천_강화군,64
인천_계양,240
인천_남동,544
인천_동구,55
인천_미추홀,595
인천_부평,687
인천_서구,582
인천_연수,257
인천_옹진군,8
인천_중구,406
전주,455
정읍,49
제주,531
제천,94
진주,163
창원,783
천안,750
청주,755
춘천,214
충주,142
파주,395
평택,604
포항,281
강릉,12
거제,39
경산,8
경주,40
고양,71
광명,7
광주_광산,18
광주_남구,15
광주_동구,30
광주_북구,37
광주_서구,35
구리,13
구미,34
군산,26
군포,21
기타 도시,718
김천,14
김해,68
남양주,42
논산,14
대구_남구,7
대구_달서,40
대구_달성군,9
대구_동구,25
대구_북구,19
대구_서구,15
대구_수성,48
대구_중구,6
대전_대덕,9
대전_동구,8
대전_서구,40
대전_유성,24
대전_중구,14
도시이외,370
목포,26
범죄분류,배임
부산_강서,14
부산_금정,20
부산_기장군,17
부산_남구,29
부산_동구,23
부산_동래,26
부산_부산진,41
부산_북구,14
부산_사상,25
부산_사하,34
부산_서구,14
부산_수영,6
부산_연제,28
부산_영도,11
부산_중구,9
부산_해운대,54
부천,53
서산,23
서울_강남,283
서울_강동,43
서울_강북,23
서울_강서,51
서울_관악,27
서울_광진,30
서울_구로,45
서울_금천,40
서울_노원,25
서울_도봉,24
서울_동대문,35
서울_동작,22
서울_마포,52
서울_서대문,44
서울_서초,142
서울_성동,32
서울_성북,26
서울_송파,122
서울_양천,25
서울_영등포,90
서울_용산,40
서울_은평,24
서울_종로,61
서울_중구,75
서울_중랑,18
성남,87
수원,81
순천,22
시흥,33
아산,32
안동,10
안산,80
안양,50
양산,33
여수,415
용인,84
울산_남구,50
울산_동구,6
울산_북구,9
울산_울주군,28
울산_중구,5
원주,28
의정부,29
이천,22
익산,28
인천_강화군,13
인천_계양,19
인천_남동,35
인천_동구,7
인천_미추홀,41
인천_부평,29
인천_서구,52
인천_연수,29
인천_옹진군,2
인천_중구,35
전주,71
정읍,8
제주,62
제천,22
진주,22
창원,80
천안,58
청주,93
춘천,24
충주,11
파주,48
평택,84
포항,49
강릉,338
거제,204
경산,337
경주,263
고양,905
광명,301
광주_광산,365
광주_남구,199
광주_동구,170
광주_북구,379
광주_서구,314
구리,281
구미,406
군산,321
군포,252
기타 도시,5706
김천,165
김해,567
남양주,622
논산,122
대구_남구,260
대구_달서,549
대구_달성군,158
대구_동구,416
대구_북구,378
대구_서구,352
대구_수성,393
대구_중구,206
대전_대덕,215
대전_동구,261
대전_서구,523
대전_유성,235
대전_중구,266
도시이외,2887
목포,386
범죄분류,손괴
부산_강서,85
부산_금정,220
부산_기장군,149
부산_남구,278
부산_동구,109
부산_동래,249
부산_부산진,479
부산_북구,258
부산_사상,228
부산_사하,350
부산_서구,123
부산_수영,225
부산_연제,222
부산_영도,118
부산_중구,118
부산_해운대,330
부천,1184
서산,267
서울_강남,731
서울_강동,505
서울_강북,285
서울_강서,584
서울_관악,543
서울_광진,432
서울_구로,514
서울_금천,293
서울_노원,539
서울_도봉,323
서울_동대문,277
서울_동작,313
서울_마포,558
서울_서대문,353
서울_서초,463
서울_성동,240
서울_성북,328
서울_송파,574
서울_양천,438
서울_영등포,618
서울_용산,357
서울_은평,447
서울_종로,327
서울_중구,306
서울_중랑,553
성남,1006
수원,1761
순천,307
시흥,685
아산,356
안동,157
안산,1039
안양,656
양산,250
여수,373
용인,727
울산_남구,407
울산_동구,235
울산_북구,139
울산_울주군,206
울산_중구,277
원주,487
의정부,599
이천,318
익산,338
인천_강화군,91
인천_계양,341
인천_남동,682
인천_동구,71
인천_미추홀,663
인천_부평,696
인천_서구,589
인천_연수,261
인천_옹진군,12
인천_중구,169
전주,448
정읍,91
제주,864
제천,146
진주,312
창원,970
천안,937
청주,1154
춘천,332
충주,249
파주,504
평택,907
포항,581
강릉,2
거제,5
경산,3
경주,5
고양,13
광명,2
광주_광산,7
광주_남구,4
광주_동구,0
광주_북구,7
광주_서구,4
구리,4
구미,6
군산,5
군포,3
기타 도시,106
김천,1
김해,11
남양주,8
논산,5
대구_남구,4
대구_달서,7
대구_달성군,2
대구_동구,11
대구_북구,3
대구_서구,3
대구_수성,2
대구_중구,1
대전_대덕,1
대전_동구,0
대전_서구,5
대전_유성,3
대전_중구,6
도시이외,73
목포,4
범죄분류,살인
부산_강서,2
부산_금정,4
부산_기장군,3
부산_남구,3
부산_동구,0
부산_동래,3
부산_부산진,1
부산_북구,6
부산_사상,6
부산_사하,4
부산_서구,3
부산_수영,5
부산_연제,5
부산_영도,5
부산_중구,1
부산_해운대,3
부천,13
서산,1
서울_강남,12
서울_강동,3
서울_강북,8
서울_강서,11
서울_관악,10
서울_광진,7
서울_구로,8
서울_금천,5
서울_노원,5
서울_도봉,1
서울_동대문,5
서울_동작,2
서울_마포,6
서울_서대문,5
서울_서초,5
서울_성동,2
서울_성북,8
서울_송파,5
서울_양천,2
서울_영등포,20
서울_용산,1
서울_은평,8
서울_종로,7
서울_중구,2
서울_중랑,4
성남,17
수원,16
순천,4
시흥,9
아산,9
안동,0
안산,14
안양,6
양산,5
여수,9
용인,12
울산_남구,5
울산_동구,3
울산_북구,2
울산_울주군,0
울산_중구,1
원주,3
의정부,9
이천,2
익산,5
인천_강화군,1
인천_계양,3
인천_남동,9
인천_동구,1
인천_미추홀,6
인천_부평,11
인천_서구,9
인천_연수,2
인천_옹진군,0
인천_중구,2
전주,16
정읍,3
제주,11
제천,3
진주,6
창원,22
천안,8
청주,22
춘천,3
충주,2
파주,9
평택,9
포항,14
강릉,3
거제,3
경산,4
경주,7
고양,7
광명,7
광주_광산,9
광주_남구,1
광주_동구,2
광주_북구,12
광주_서구,3
구리,5
구미,7
군산,3
군포,1
기타 도시,83
김천,4
김해,10
남양주,3
논산,1
대구_남구,5
대구_달서,14
대구_달성군,1
대구_동구,11
대구_북구,3
대구_서구,3
대구_수성,8
대구_중구,3
대전_대덕,6
대전_동구,10
대전_서구,14
대전_유성,6
대전_중구,15
도시이외,35
목포,10
범죄분류,강도
부산_강서,1
부산_금정,8
부산_기장군,2
부산_남구,5
부산_동구,4
부산_동래,6
부산_부산진,17
부산_북구,3
부산_사상,8
부산_사하,8
부산_서구,6
부산_수영,5
부산_연제,7
부산_영도,2
부산_중구,2
부산_해운대,3
부천,20
서산,0
서울_강남,14
서울_강동,6
서울_강북,7
서울_강서,6
서울_관악,12
서울_광진,3
서울_구로,9
서울_금천,5
서울_노원,5
서울_도봉,4
서울_동대문,5
서울_동작,7
서울_마포,6
서울_서대문,3
서울_서초,5
서울_성동,3
서울_성북,1
서울_송파,6
서울_양천,4
서울_영등포,8
서울_용산,3
서울_은평,1
서울_종로,3
서울_중구,11
서울_중랑,3
성남,16
수원,20
순천,2
시흥,10
아산,7
안동,1
안산,10
안양,3
양산,4
여수,4
용인,1
울산_남구,10
울산_동구,4
울산_북구,2
울산_울주군,6
울산_중구,4
원주,2
의정부,10
이천,0
익산,6
인천_강화군,0
인천_계양,3
인천_남동,0
인천_동구,0
인천_미추홀,8
인천_부평,12
인천_서구,7
인천_연수,3
인천_옹진군,0
인천_중구,4
전주,11
정읍,0
제주,9
제천,4
진주,5
창원,19
천안,19
청주,18
춘천,4
충주,2
파주,5
평택,14
포항,6
강릉,7
거제,8
경산,10
경주,7
고양,24
광명,6
광주_광산,6
광주_남구,2
광주_동구,7
광주_북구,10
광주_서구,4
구리,0
구미,7
군산,14
군포,3
기타 도시,153
김천,7
김해,16
남양주,21
논산,9
대구_남구,3
대구_달서,22
대구_달성군,6
대구_동구,12
대구_북구,10
대구_서구,9
대구_수성,5
대구_중구,2
대전_대덕,7
대전_동구,13
대전_서구,10
대전_유성,3
대전_중구,10
도시이외,124
목포,6
범죄분류,방화
부산_강서,0
부산_금정,12
부산_기장군,4
부산_남구,10
부산_동구,8
부산_동래,7
부산_부산진,12
부산_북구,11
부산_사상,11
부산_사하,10
부산_서구,4
부산_수영,2
부산_연제,6
부산_영도,0
부산_중구,5
부산_해운대,6
부천,26
서산,6
서울_강남,11
서울_강동,12
서울_강북,10
서울_강서,18
서울_관악,19
서울_광진,6
서울_구로,15
서울_금천,8
서울_노원,12
서울_도봉,7
서울_동대문,12
서울_동작,11
서울_마포,5
서울_서대문,10
서울_서초,10
서울_성동,7
서울_성북,10
서울_송파,11
서울_양천,14
서울_영등포,17
서울_용산,12
서울_은평,23
서울_종로,9
서울_중구,15
서울_중랑,8
성남,17
수원,34
순천,7
시흥,13
아산,11
안동,1
안산,21
안양,14
양산,9
여수,8
용인,23
울산_남구,7
울산_동구,4
울산_북구,5
울산_울주군,9
울산_중구,4
원주,9
의정부,19
이천,8
익산,10
인천_강화군,1
인천_계양,11
인천_남동,16
인천_동구,1
인천_미추홀,12
인천_부평,12
인천_서구,16
인천_연수,4
인천_옹진군,0
인천_중구,4
전주,12
정읍,2
제주,13
제천,8
진주,7
창원,23
천안,26
청주,29
춘천,6
충주,4
파주,11
평택,26
포항,6
강릉,147
거제,136
경산,132
경주,104
고양,524
광명,164
광주_광산,182
광주_남구,82
광주_동구,93
광주_북구,262
광주_서구,248
구리,128
구미,180
군산,110
군포,123
기타 도시,2427
김천,55
김해,220
남양주,252
논산,57
대구_남구,74
대구_달서,305
대구_달성군,77
대구_동구,178
대구_북구,186
대구_서구,80
대구_수성,163
대구_중구,215
대전_대덕,99
대전_동구,189
대전_서구,440
대전_유성,187
대전_중구,195
도시이외,1629
목포,170
범죄분류,성폭력
부산_강서,60
부산_금정,121
부산_기장군,53
부산_남구,149
부산_동구,72
부산_동래,115
부산_부산진,373
부산_북구,90
부산_사상,149
부산_사하,141
부산_서구,42
부산_수영,121
부산_연제,111
부산_영도,59
부산_중구,69
부산_해운대,251
부천,580
서산,74
서울_강남,973
서울_강동,220
서울_강북,248
