crime_place,crime_cnt
인천_강화군,1
인천_계양,3
인천_남동,2
인천_동구,3
인천_미추홀,3
인천_부평,4
인천_서구,7
인천_연수,1
인천_옹진군,1
인천_중구,4
전주,1
정읍,3
제주,0
제천,0
진주,2
창원,16
천안,0
청주,4
춘천,2
충주,2
파주,1
평택,672
포항,1
강릉,3
거제,1
경산,1
경주,2
고양,36
광명,1
광주_광산,5
광주_남구,2
광주_동구,5
광주_북구,2
광주_서구,1
구리,7
구미,1
군산,4
군포,2
기타 도시,162
김천,2
김해,5
남양주,4
논산,1
대구_남구,0
대구_달서,1
대구_달성군,0
대구_동구,3
대구_북구,6
대구_서구,0
대구_수성,2
대구_중구,1
대전_대덕,2
대전_동구,3
대전_서구,2
대전_유성,5
대전_중구,24
도시이외,76
목포,0
범죄분류,건설산업 기본법
부산_강서,2
부산_금정,7
부산_기장군,3
부산_남구,5
부산_동구,0
부산_동래,7
부산_부산진,10
부산_북구,6
부산_사상,5
부산_사하,3
부산_서구,3
부산_수영,3
부산_연제,5
부산_영도,1
부산_중구,1
부산_해운대,5
부천,13
서산,1
서울_강남,21
서울_강동,5
서울_강북,5
서울_강서,11
서울_관악,9
서울_광진,5
서울_구로,17
서울_금천,4
서울_노원,4
서울_도봉,1
서울_동대문,10
서울_동작,5
서울_마포,3
서울_서대문,4
서울_서초,10
서울_성동,9
서울_성북,7
서울_송파,20
서울_양천,8
서울_영등포,6
서울_용산,0
서울_은평,4
서울_종로,4
서울_중구,2
서울_중랑,9
성남,27
수원,17
순천,4
시흥,16
아산,4
안동,2
안산,12
안양,6
양산,4
여수,4
용인,15
울산_남구,4
울산_동구,0
울산_북구,2
울산_울주군,4
울산_중구,3
원주,6
의정부,9
이천,6
익산,8
인천_강화군,2
인천_계양,2
인천_남동,5
인천_동구,0
인천_미추홀,5
인천_부평,8
인천_서구,5
인천_연수,3
인천_옹진군,0
인천_중구,2
전주,21
정읍,0
제주,15
제천,1
진주,4
창원,5
천안,9
청주,9
춘천,3
충주,2
파주,10
평택,10
포항,3
강릉,9
거제,4
경산,20
경주,12
고양,308
광명,2
광주_광산,6
광주_남구,6
광주_동구,3
광주_북구,1
광주_서구,7
구리,2
구미,3
군산,15
군포,1
기타 도시,854
김천,6
김해,26
남양주,29
논산,26
대구_남구,1
대구_달서,13
대구_달성군,0
대구_동구,2
대구_북구,3
대구_서구,1
대구_수성,2
대구_중구,0
대전_대덕,6
대전_동구,18
대전_서구,22
대전_유성,37
대전_중구,19
도시이외,640
목포,2
범죄분류,건축법
부산_강서,65
부산_금정,45
부산_기장군,32
부산_남구,2
부산_동구,4
부산_동래,12
부산_부산진,8
부산_북구,5
부산_사상,0
부산_사하,34
부산_서구,7
부산_수영,20
부산_연제,11
부산_영도,2
부산_중구,7
부산_해운대,13
부천,39
서산,30
서울_강남,8
서울_강동,7
서울_강북,12
서울_강서,6
서울_관악,6
서울_광진,32
서울_구로,17
서울_금천,3
서울_노원,2
서울_도봉,1
서울_동대문,3
서울_동작,22
서울_마포,32
서울_서대문,8
서울_서초,21
서울_성동,18
서울_성북,5
서울_송파,10
서울_양천,7
서울_영등포,10
서울_용산,7
서울_은평,2
서울_종로,5
서울_중구,2
서울_중랑,5
성남,17
수원,39
순천,11
시흥,3
아산,121
안동,42
안산,10
안양,6
양산,9
여수,4
용인,94
울산_남구,0
울산_동구,0
울산_북구,1
울산_울주군,15
울산_중구,3
원주,54
의정부,3
이천,33
익산,28
인천_강화군,25
인천_계양,49
인천_남동,28
인천_동구,14
인천_미추홀,13
인천_부평,14
인천_서구,42
인천_연수,17
인천_옹진군,16
인천_중구,10
전주,32
정읍,0
제주,70
제천,25
진주,6
창원,12
천안,74
청주,129
춘천,56
충주,5
파주,14
평택,65
포항,45
강릉,25
거제,33
경산,22
경주,14
고양,54
광명,32
광주_광산,45
광주_남구,11
광주_동구,25
광주_북구,41
광주_서구,42
구리,38
구미,50
군산,17
군포,15
기타 도시,449
김천,11
김해,41
남양주,28
논산,8
대구_남구,21
대구_달서,83
대구_달성군,6
대구_동구,22
대구_북구,42
대구_서구,37
대구_수성,30
대구_중구,5
대전_대덕,11
대전_동구,22
대전_서구,39
대전_유성,23
대전_중구,28
도시이외,263
목포,40
범죄분류,게임산업진흥에관한법률
부산_강서,21
부산_금정,27
부산_기장군,25
부산_남구,21
부산_동구,8
부산_동래,19
부산_부산진,24
부산_북구,19
부산_사상,40
부산_사하,27
부산_서구,2
부산_수영,14
부산_연제,29
부산_영도,13
부산_중구,34
부산_해운대,26
부천,43
서산,12
서울_강남,14
서울_강동,18
서울_강북,41
서울_강서,45
서울_관악,84
서울_광진,23
서울_구로,37
서울_금천,29
서울_노원,32
서울_도봉,34
서울_동대문,45
서울_동작,14
서울_마포,20
서울_서대문,23
서울_서초,27
서울_성동,14
서울_성북,43
서울_송파,30
서울_양천,47
서울_영등포,36
서울_용산,3
서울_은평,48
서울_종로,24
서울_중구,14
서울_중랑,40
성남,59
수원,100
순천,37
시흥,40
아산,35
안동,9
안산,106
안양,14
양산,18
여수,41
용인,74
울산_남구,38
울산_동구,24
울산_북구,16
울산_울주군,12
울산_중구,13
원주,48
의정부,53
이천,11
익산,18
인천_강화군,3
인천_계양,29
인천_남동,46
인천_동구,6
인천_미추홀,65
인천_부평,59
인천_서구,54
인천_연수,17
인천_옹진군,1
인천_중구,25
전주,70
정읍,2
제주,47
제천,10
진주,13
창원,64
천안,45
청주,95
춘천,18
충주,20
파주,44
평택,67
포항,52
강릉,0
거제,1
경산,0
경주,0
고양,2
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,1
광주_서구,1
구리,0
구미,0
군산,1
군포,1
기타 도시,12
김천,1
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,1
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,2
대전_서구,3
대전_유성,0
대전_중구,0
도시이외,11
목포,1
범죄분류,결혼중개업의관리에관한법률
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,1
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,1
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,2
서울_강동,0
서울_강북,2
서울_강서,1
서울_관악,0
서울_광진,0
서울_구로,2
서울_금천,0
서울_노원,3
서울_도봉,1
서울_동대문,2
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,1
서울_성동,0
서울_성북,1
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,2
서울_종로,1
서울_중구,3
서울_중랑,1
성남,1
수원,1
순천,0
시흥,1
아산,1
안동,1
안산,2
안양,0
양산,0
여수,0
용인,1
울산_남구,0
울산_동구,1
울산_북구,0
울산_울주군,0
울산_중구,0
원주,1
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,1
인천_남동,4
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,1
인천_연수,0
인천_옹진군,0
인천_중구,1
전주,1
정읍,0
제주,0
제천,0
진주,0
창원,3
천안,0
청주,1
춘천,1
충주,0
파주,2
평택,0
포항,2
강릉,14
거제,16
경산,18
경주,24
고양,98
광명,68
광주_광산,22
광주_남구,10
광주_동구,18
광주_북구,41
광주_서구,41
구리,48
구미,42
군산,10
군포,34
기타 도시,574
김천,9
김해,71
남양주,63
논산,16
대구_남구,28
대구_달서,100
대구_달성군,21
대구_동구,61
대구_북구,67
대구_서구,37
대구_수성,26
대구_중구,30
대전_대덕,18
대전_동구,35
대전_서구,38
대전_유성,46
대전_중구,36
도시이외,216
목포,67
범죄분류,경범죄처벌법
부산_강서,2
부산_금정,56
부산_기장군,7
부산_남구,43
부산_동구,22
부산_동래,16
부산_부산진,64
부산_북구,41
부산_사상,20
부산_사하,41
부산_서구,15
부산_수영,19
부산_연제,37
부산_영도,16
부산_중구,10
부산_해운대,45
부천,210
서산,12
서울_강남,62
서울_강동,71
서울_강북,117
서울_강서,150
서울_관악,141
서울_광진,50
서울_구로,81
서울_금천,82
서울_노원,87
서울_도봉,48
서울_동대문,69
서울_동작,21
서울_마포,64
서울_서대문,84
서울_서초,65
서울_성동,27
서울_성북,37
서울_송파,84
서울_양천,56
서울_영등포,216
서울_용산,119
서울_은평,73
서울_종로,65
서울_중구,82
서울_중랑,129
성남,247
수원,322
순천,43
시흥,84
아산,11
안동,23
안산,218
안양,103
양산,23
여수,49
용인,76
울산_남구,54
울산_동구,26
울산_북구,8
울산_울주군,7
울산_중구,41
원주,35
의정부,92
이천,26
익산,18
인천_강화군,5
인천_계양,43
인천_남동,80
인천_동구,32
인천_미추홀,102
인천_부평,92
인천_서구,65
인천_연수,36
인천_옹진군,0
인천_중구,45
전주,75
정읍,6
제주,112
제천,11
진주,28
창원,124
천안,86
청주,69
춘천,53
충주,30
파주,28
평택,154
포항,37
강릉,7
거제,24
경산,13
경주,27
고양,48
광명,24
광주_광산,12
광주_남구,0
광주_동구,1
광주_북구,48
광주_서구,0
구리,5
구미,25
군산,19
군포,3
기타 도시,291
김천,4
김해,57
남양주,19
논산,7
대구_남구,1
대구_달서,9
대구_달성군,1
대구_동구,28
대구_북구,16
대구_서구,18
대구_수성,20
대구_중구,1
대전_대덕,0
대전_동구,0
대전_서구,46
대전_유성,0
대전_중구,0
도시이외,58
목포,21
범죄분류,고용보험법
부산_강서,2
부산_금정,2
부산_기장군,0
부산_남구,0
부산_동구,1
부산_동래,0
부산_부산진,44
부산_북구,23
부산_사상,1
부산_사하,13
부산_서구,2
부산_수영,26
부산_연제,7
부산_영도,0
부산_중구,1
부산_해운대,2
부천,46
서산,4
서울_강남,48
서울_강동,3
서울_강북,1
서울_강서,9
서울_관악,5
서울_광진,0
서울_구로,32
서울_금천,2
서울_노원,57
서울_도봉,1
서울_동대문,6
서울_동작,0
서울_마포,29
서울_서대문,2
서울_서초,20
서울_성동,1
서울_성북,0
서울_송파,99
서울_양천,1
서울_영등포,22
서울_용산,1
서울_은평,1
서울_종로,15
서울_중구,44
서울_중랑,1
성남,39
수원,24
순천,5
시흥,60
아산,9
안동,2
안산,97
안양,72
양산,45
여수,5
용인,20
울산_남구,166
울산_동구,1
울산_북구,4
울산_울주군,3
울산_중구,4
원주,9
의정부,29
이천,11
익산,20
인천_강화군,1
인천_계양,63
인천_남동,108
인천_동구,12
인천_미추홀,28
인천_부평,8
인천_서구,39
인천_연수,20
인천_옹진군,1
인천_중구,17
전주,37
정읍,1
제주,27
제천,10
진주,17
창원,84
천안,46
청주,32
춘천,7
충주,15
파주,18
평택,56
포항,40
강릉,1
거제,1
경산,0
경주,5
고양,2
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,1
구미,0
군산,13
군포,0
기타 도시,480
김천,0
김해,1
남양주,4
논산,2
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,1
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,3248
목포,0
범죄분류,공유수면관리및매립에관한법률
부산_강서,1
부산_금정,0
부산_기장군,329
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,3
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,2
부천,0
서산,0
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,1
안산,3
안양,0
양산,0
여수,3
용인,0
울산_남구,0
울산_동구,1
울산_북구,4
울산_울주군,4
울산_중구,0
원주,4
의정부,0
이천,0
익산,0
인천_강화군,1
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,1114
인천_옹진군,255
인천_중구,0
전주,0
정읍,0
제주,8
제천,1
진주,0
창원,447
천안,1
청주,5
춘천,5
충주,0
파주,0
평택,0
포항,89
강릉,0
거제,0
경산,0
경주,1
고양,0
광명,1
광주_광산,1
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,127
군포,0
기타 도시,11
김천,0
김해,3
남양주,0
논산,0
대구_남구,0
대구_달서,1
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,18
목포,0
범죄분류,공유재산및물품관리법
부산_강서,1
부산_금정,0
부산_기장군,0
부산_남구,1
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,1
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,1
부산_중구,0
부산_해운대,1354
부천,1
서산,1
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,1
서울_영등포,1
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,1
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,1
안양,0
양산,0
여수,1
용인,3
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,4
이천,2
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,1
인천_부평,1
인천_서구,3
인천_연수,1
인천_옹진군,0
인천_중구,5
전주,0
정읍,0
제주,9
제천,0
진주,0
창원,0
천안,1
청주,0
춘천,0
충주,1
파주,1
평택,1
포항,1
강릉,7
거제,5
경산,14
경주,5
고양,14
광명,4
광주_광산,6
광주_남구,4
광주_동구,12
광주_북구,6
광주_서구,8
구리,0
구미,5
군산,1
군포,0
기타 도시,145
김천,2
김해,11
남양주,6
논산,3
대구_남구,8
대구_달서,7
대구_달성군,4
대구_동구,2
대구_북구,3
대구_서구,3
대구_수성,12
대구_중구,3
대전_대덕,2
대전_동구,2
대전_서구,6
대전_유성,9
대전_중구,4
도시이외,73
목포,6
범죄분류,공인중개사법
부산_강서,4
부산_금정,2
부산_기장군,3
부산_남구,2
부산_동구,6
부산_동래,5
부산_부산진,10
부산_북구,5
부산_사상,5
부산_사하,7
부산_서구,3
부산_수영,5
부산_연제,10
부산_영도,1
부산_중구,2
부산_해운대,4
부천,3
서산,2
서울_강남,17
서울_강동,2
서울_강북,7
서울_강서,5
서울_관악,22
서울_광진,3
서울_구로,2
서울_금천,2
서울_노원,4
서울_도봉,1
서울_동대문,5
서울_동작,4
서울_마포,5
서울_서대문,2
서울_서초,16
서울_성동,4
서울_성북,3
서울_송파,11
서울_양천,5
서울_영등포,4
서울_용산,9
서울_은평,4
서울_종로,11
서울_중구,11
서울_중랑,3
성남,7
수원,11
순천,2
시흥,7
아산,2
안동,3
안산,6
안양,1
양산,9
여수,0
용인,13
울산_남구,4
울산_동구,0
울산_북구,1
울산_울주군,6
울산_중구,1
원주,1
의정부,4
이천,12
익산,6
인천_강화군,3
인천_계양,6
인천_남동,7
인천_동구,0
인천_미추홀,5
인천_부평,2
인천_서구,7
인천_연수,19
인천_옹진군,0
인천_중구,3
전주,5
정읍,1
제주,4
제천,0
진주,2
창원,2
천안,13
청주,12
춘천,4
충주,1
파주,11
평택,18
포항,22
강릉,6
거제,14
경산,0
경주,3
고양,50
광명,3
광주_광산,4
광주_남구,4
광주_동구,9
광주_북구,7
광주_서구,8
구리,2
구미,0
군산,0
군포,4
기타 도시,232
김천,1
김해,5
남양주,7
논산,0
대구_남구,1
대구_달서,4
대구_달성군,0
대구_동구,2
대구_북구,7
대구_서구,0
대구_수성,4
대구_중구,7
대전_대덕,2
대전_동구,2
대전_서구,7
대전_유성,1
대전_중구,4
도시이외,68
목포,6
범죄분류,공중위생관리법
부산_강서,1
부산_금정,5
부산_기장군,7
부산_남구,19
부산_동구,18
부산_동래,5
부산_부산진,114
부산_북구,5
부산_사상,2
부산_사하,7
부산_서구,1
부산_수영,76
부산_연제,11
부산_영도,4
부산_중구,5
부산_해운대,77
부천,8
서산,3
서울_강남,35
서울_강동,9
서울_강북,1
서울_강서,4
서울_관악,4
서울_광진,2
서울_구로,5
서울_금천,0
서울_노원,7
서울_도봉,2
서울_동대문,23
서울_동작,3
서울_마포,243
서울_서대문,35
서울_서초,22
서울_성동,1
서울_성북,2
서울_송파,23
서울_양천,2
서울_영등포,7
서울_용산,129
서울_은평,4
서울_종로,41
서울_중구,108
서울_중랑,3
성남,21
수원,8
순천,9
시흥,6
아산,3
안동,0
안산,14
안양,6
양산,8
여수,20
용인,13
울산_남구,2
울산_동구,0
울산_북구,1
울산_울주군,3
울산_중구,2
원주,7
의정부,6
이천,1
익산,2
인천_강화군,23
인천_계양,1
인천_남동,0
인천_동구,0
인천_미추홀,7
인천_부평,8
인천_서구,8
인천_연수,3
인천_옹진군,8
인천_중구,18
전주,9
정읍,0
제주,117
제천,0
진주,9
창원,4
천안,8
청주,5
춘천,2
충주,0
파주,11
평택,3
포항,6
강릉,0
거제,0
경산,0
경주,1
고양,1
광명,0
광주_광산,0
광주_남구,0
광주_동구,1
광주_북구,0
광주_서구,2
구리,0
구미,1
군산,0
군포,2
기타 도시,21
김천,0
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,1
대구_북구,0
대구_서구,1
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,1
대전_유성,0
대전_중구,0
도시이외,13
목포,0
범죄분류,공직선거법
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,1
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,1
서울_광진,0
서울_구로,0
서울_금천,2
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,1
서울_송파,0
서울_양천,0
서울_영등포,2
서울_용산,0
서울_은평,0
서울_종로,6
서울_중구,0
서울_중랑,0
성남,1
수원,5
순천,0
시흥,0
아산,0
안동,2
안산,1
안양,1
양산,0
여수,3
용인,0
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,1
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,1
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,3
정읍,0
제주,0
제천,0
진주,0
창원,4
천안,2
청주,0
춘천,0
충주,0
파주,0
평택,0
포항,0
강릉,0
거제,0
경산,0
경주,0
고양,1
광명,4
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,1
군산,4
군포,1
기타 도시,38
김천,0
김해,5
남양주,0
논산,0
대구_남구,0
대구_달서,6
대구_달성군,1
대구_동구,2
대구_북구,0
대구_서구,0
대구_수성,3
대구_중구,8
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,1
대전_중구,0
도시이외,4
목포,0
범죄분류,관세법
부산_강서,33
부산_금정,0
부산_기장군,2
부산_남구,1
부산_동구,1
부산_동래,1
부산_부산진,2
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,2
부산_영도,0
부산_중구,42
부산_해운대,0
부천,2
서산,0
서울_강남,4
서울_강동,1
서울_강북,0
서울_강서,5
서울_관악,0
서울_광진,3
서울_구로,0
서울_금천,1
서울_노원,2
서울_도봉,0
서울_동대문,1
서울_동작,0
서울_마포,1
서울_서대문,0
서울_서초,2
서울_성동,0
서울_성북,0
서울_송파,1
서울_양천,1
서울_영등포,1
서울_용산,2
서울_은평,0
서울_종로,3
서울_중구,9
서울_중랑,1
성남,2
수원,1
순천,0
시흥,2
아산,0
안동,0
안산,4
안양,2
양산,3
여수,0
용인,0
울산_남구,1
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,2
이천,0
익산,0
인천_강화군,0
인천_계양,0
인천_남동,1
인천_동구,0
인천_미추홀,6
인천_부평,0
인천_서구,10
인천_연수,1
인천_옹진군,0
인천_중구,434
전주,2
정읍,1
제주,1
제천,0
진주,0
창원,3
천안,2
청주,7
춘천,2
충주,0
파주,0
평택,16
포항,3
강릉,840
거제,826
경산,1014
경주,1389
고양,3396
광명,1018
광주_광산,1931
광주_남구,862
광주_동구,570
광주_북구,2132
광주_서구,1955
구리,655
구미,1648
군산,1116
군포,634
기타 도시,22197
김천,531
김해,1982
남양주,2166
논산,321
대구_남구,824
대구_달서,3075
대구_달성군,804
대구_동구,1733
대구_북구,2130
대구_서구,1070
대구_수성,2149
대구_중구,739
대전_대덕,852
대전_동구,1312
대전_서구,2498
대전_유성,1949
대전_중구,1234
도시이외,14422
목포,1663
범죄분류,교통사고 처리특례법
부산_강서,569
부산_금정,708
부산_기장군,492
부산_남구,797
부산_동구,508
부산_동래,973
부산_부산진,1460
부산_북구,653
부산_사상,812
부산_사하,973
부산_서구,401
부산_수영,685
부산_연제,764
부산_영도,310
부산_중구,249
부산_해운대,989
부천,3269
서산,594
서울_강남,3185
서울_강동,1309
서울_강북,1145
서울_강서,1502
서울_관악,1188
서울_광진,845
서울_구로,1363
서울_금천,810
서울_노원,1462
서울_도봉,712
서울_동대문,1304
서울_동작,1254
서울_마포,1296
서울_서대문,981
서울_서초,2081
서울_성동,974
서울_성북,1358
서울_송파,2689
서울_양천,1356
서울_영등포,2134
서울_용산,1069
서울_은평,999
서울_종로,988
서울_중구,1081
서울_중랑,1402
성남,3572
수원,4473
순천,1282
시흥,2248
아산,894
안동,883
안산,3361
안양,1428
양산,1149
여수,1346
용인,3183
울산_남구,1274
울산_동구,495
울산_북구,568
울산_울주군,762
울산_중구,575
원주,1732
의정부,1646
이천,966
익산,1245
인천_강화군,184
인천_계양,722
인천_남동,1558
인천_동구,152
인천_미추홀,926
인천_부평,1108
인천_서구,1321
인천_연수,617
인천_옹진군,21
인천_중구,586
전주,2049
정읍,488
제주,2664
제천,779
진주,709
창원,2867
천안,2636
청주,4346
춘천,1477
충주,1198
파주,1519
평택,2818
포항,2435
강릉,0
거제,0
경산,1
경주,0
고양,1
광명,2
광주_광산,0
광주_남구,0
광주_동구,1
광주_북구,0
광주_서구,0
구리,1
구미,0
군산,0
군포,0
기타 도시,13
김천,0
김해,2
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,2
대구_북구,1
대구_서구,0
대구_수성,1
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,1
대전_중구,6
도시이외,1002
목포,0
범죄분류,국가기술자격법
부산_강서,1
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,13
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,1
부산_해운대,0
부천,0
서산,0
서울_강남,1
서울_강동,3
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,1
서울_노원,1
서울_도봉,0
서울_동대문,1
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,3
서울_성동,0
서울_성북,0
서울_송파,1
서울_양천,0
서울_영등포,1
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,1
성남,7
수원,10
순천,0
시흥,1
아산,0
안동,0
안산,0
안양,4
양산,1
여수,1
용인,0
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,1
원주,0
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,1
인천_서구,5
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,1
정읍,0
제주,1
제천,1
진주,1
창원,5
천안,0
청주,2
춘천,0
충주,0
파주,0
평택,2
포항,0
강릉,0
거제,1
경산,1
경주,0
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,0
군포,0
기타 도시,18
김천,0
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,7
목포,1
범죄분류,국가보안법
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,1
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,0
부천,2
서산,0
서울_강남,1
서울_강동,0
서울_강북,0
서울_강서,1
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,1
서울_노원,1
서울_도봉,1
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,3
서울_서초,1
서울_성동,0
서울_성북,1
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,2
서울_중구,0
서울_중랑,0
성남,1
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,0
용인,1
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,1
인천_서구,0
인천_연수,1
인천_옹진군,0
인천_중구,0
전주,1
정읍,0
제주,0
제천,0
진주,0
창원,0
천안,0
청주,1
춘천,0
충주,0
파주,5
평택,0
포항,0
강릉,0
거제,0
경산,0
경주,0
고양,6
광명,5
광주_광산,1
광주_남구,0
광주_동구,0
광주_북구,2
광주_서구,2
구리,0
구미,3
군산,3
군포,0
기타 도시,32
김천,0
김해,2
남양주,2
논산,0
대구_남구,0
대구_달서,0
대구_달성군,1
대구_동구,4
대구_북구,4
대구_서구,0
대구_수성,1
대구_중구,1
대전_대덕,0
대전_동구,0
대전_서구,3
대전_유성,2
대전_중구,0
도시이외,13
목포,2
범죄분류,국민체육진흥법
부산_강서,0
부산_금정,0
부산_기장군,1
부산_남구,1
부산_동구,0
부산_동래,0
부산_부산진,4
부산_북구,1
부산_사상,0
부산_사하,3
부산_서구,0
부산_수영,1
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,5
부천,4
서산,1
서울_강남,13
서울_강동,0
서울_강북,2
서울_강서,1
서울_관악,1
서울_광진,0
서울_구로,2
서울_금천,0
서울_노원,2
서울_도봉,4
서울_동대문,4
서울_동작,1
서울_마포,1
서울_서대문,0
서울_서초,1
서울_성동,1
서울_성북,25
서울_송파,1
서울_양천,0
서울_영등포,1
서울_용산,1
서울_은평,16
서울_종로,4
서울_중구,3
서울_중랑,3
성남,4
수원,83
순천,2
시흥,3
아산,2
안동,1
안산,4
안양,2
양산,0
여수,2
용인,1
울산_남구,3
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,23
원주,9
의정부,5
이천,1
익산,2
인천_강화군,0
