crime_place,crime_cnt
서울강남서,20917
서울강동서,11821
서울강북서,10266
서울강서서,16160
서울관악서,15809
서울광진서,13080
서울구로서,14613
서울금천서,11600
서울남대문서,6011
서울노원서,11814
서울도봉서,7041
서울동대문서,12699
