,city_name,city_cnt
0,강원도,129
1,경기도,796
2,경상남도,247
3,경상북도,214
4,광주광역시,117
5,기타,562
6,대구광역시,162
7,대전광역시,84
8,부산광역시,179
9,서울특별시,476
10,세종특별자치시,8
11,울산광역시,53
12,인천광역시,232
13,전라남도,167
14,전라북도,193
15,제주특별자치도,43
16,충청남도,183
17,충청북도,145
